"","date","dewtemp","pressure","temp"
"184",1995-04-01,NA,NA,NA
"185",1995-05-01,NA,NA,NA
"186",1995-06-01,NA,NA,NA
"187",1995-07-01,NA,NA,NA
"188",1995-08-01,NA,NA,NA
"189",1995-09-01,NA,NA,NA
"190",1995-10-01,NA,NA,NA
"191",1995-11-01,NA,NA,NA
"192",1995-12-01,NA,NA,NA
"193",1996-01-01,NA,NA,NA
"194",1996-02-01,NA,NA,NA
"195",1996-03-01,NA,NA,NA
"196",1996-04-01,NA,NA,NA
"197",1996-05-01,NA,NA,NA
"198",1996-06-01,NA,NA,NA
"199",1996-07-01,NA,NA,NA
"200",1996-08-01,NA,NA,NA
"201",1996-09-01,NA,NA,NA
"202",1996-10-01,NA,NA,NA
"203",1996-11-01,NA,NA,NA
"204",1996-12-01,NA,NA,NA
"205",1997-01-01,NA,NA,NA
"206",1997-02-01,NA,NA,NA
"207",1997-03-01,NA,NA,NA
"208",1997-04-01,NA,NA,NA
"209",1997-05-01,NA,NA,NA
"210",1997-06-01,NA,NA,NA
"211",1997-07-01,NA,NA,NA
"212",1997-08-01,NA,NA,NA
"213",1997-09-01,NA,NA,NA
"214",1997-10-01,NA,NA,NA
"215",1997-11-01,NA,NA,NA
"216",1997-12-01,NA,NA,NA
"217",1998-01-01,NA,NA,NA
"218",1998-02-01,NA,NA,NA
"219",1998-03-01,NA,NA,NA
"220",1998-04-01,NA,NA,NA
"221",1998-05-01,NA,NA,NA
"222",1998-06-01,NA,NA,NA
"223",1998-07-01,NA,NA,NA
"224",1998-08-01,NA,NA,NA
"225",1998-09-01,NA,NA,NA
"226",1998-10-01,NA,NA,NA
"227",1998-11-01,NA,NA,NA
"228",1998-12-01,NA,NA,NA
"229",1999-01-01,NA,NA,NA
"230",1999-02-01,NA,NA,NA
"231",1999-03-01,NA,NA,NA
"232",1999-04-01,NA,NA,NA
"233",1999-05-01,NA,NA,NA
"234",1999-06-01,NA,NA,NA
"235",1999-07-01,NA,NA,NA
"236",1999-08-01,NA,NA,NA
"237",1999-09-01,NA,NA,NA
"238",1999-10-01,NA,NA,NA
"239",1999-11-01,NA,NA,NA
"240",1999-12-01,NA,NA,NA
"241",2000-01-01,NA,NA,NA
"242",2000-02-01,NA,NA,NA
"243",2000-03-01,NA,NA,NA
"244",2000-04-01,NA,NA,NA
"245",2000-05-01,NA,NA,NA
"246",2000-06-01,NA,NA,NA
"247",2000-07-01,NA,NA,NA
"248",2000-08-01,NA,NA,NA
"249",2000-09-01,NA,NA,NA
"250",2000-10-01,NA,NA,NA
"251",2000-11-01,NA,NA,NA
"252",2000-12-01,NA,NA,NA
"253",2001-01-01,NA,NA,NA
"254",2001-02-01,NA,NA,NA
"255",2001-03-01,NA,NA,NA
"256",2001-04-01,NA,NA,NA
"257",2001-05-01,NA,NA,NA
"258",2001-06-01,NA,NA,NA
"259",2001-07-01,NA,NA,NA
"260",2001-08-01,NA,NA,NA
"261",2001-09-01,NA,NA,NA
"262",2001-10-01,NA,NA,NA
"263",2001-11-01,NA,NA,NA
"264",2001-12-01,NA,NA,NA
"265",2002-01-01,NA,NA,NA
"266",2002-02-01,NA,NA,NA
"267",2002-03-01,NA,NA,NA
"268",2002-04-01,NA,NA,NA
"269",2002-05-01,NA,NA,NA
"270",2002-06-01,NA,NA,NA
"271",2002-07-01,NA,NA,NA
"272",2002-08-01,21.75,NA,22.59375
"273",2002-09-01,21.483660130719,NA,22.6143790849673
"274",2002-10-01,21.2134146341463,NA,22.0853658536585
"275",2002-11-01,21.4540229885057,NA,23.4655172413793
"276",2002-12-01,20.7777777777778,NA,23.1190476190476
"277",2003-01-01,NA,NA,NA
"278",2003-02-01,NA,NA,NA
"279",2003-03-01,NA,NA,NA
"280",2003-04-01,22.243119266055,NA,23.8211009174312
"281",2003-05-01,NA,NA,NA
"282",2003-06-01,NA,NA,NA
"283",2003-07-01,21.66875,NA,22.68125
"284",2003-08-01,22.04,NA,23.44
"285",2003-09-01,NA,NA,NA
"286",2003-10-01,NA,NA,NA
"287",2003-11-01,22.0686274509804,NA,23.3774509803922
"288",2003-12-01,21.7486910994764,NA,23.5183246073298
"289",2004-01-01,NA,NA,NA
"290",2004-02-01,NA,NA,NA
"291",2004-03-01,NA,NA,NA
"292",2004-04-01,23.0975609756098,NA,24.7560975609756
"293",2004-05-01,NA,NA,NA
"294",2004-06-01,21.7020202020202,NA,22.7171717171717
"295",2004-07-01,NA,NA,NA
"296",2004-08-01,NA,NA,NA
"297",2004-09-01,21.2843601895735,NA,22.2559241706161
"298",2004-10-01,NA,NA,NA
"299",2004-11-01,NA,NA,NA
"300",2004-12-01,21.9390243902439,NA,23.2073170731707
"301",2005-01-01,22.1818181818182,NA,24.3977272727273
"302",2005-02-01,23.0732984293194,NA,24.7015706806283
"303",2005-03-01,22.7535545023697,NA,24.3554502369668
"304",2005-04-01,NA,NA,NA
"305",2005-05-01,NA,NA,NA
"306",2005-06-01,22.0909090909091,NA,23.1298701298701
"307",2005-07-01,NA,NA,NA
"308",2005-08-01,NA,NA,NA
"309",2005-09-01,NA,NA,NA
"310",2005-10-01,NA,NA,NA
"311",2005-11-01,22.2592592592593,NA,23.5555555555556
"312",2005-12-01,21.672,NA,22.784
"313",2006-01-01,NA,NA,NA
"314",2006-02-01,NA,NA,NA
"315",2006-03-01,21.8181818181818,NA,23.0909090909091
"316",2006-04-01,21.9937106918239,NA,23.2075471698113
"317",2006-05-01,21.9395604395604,NA,23.0274725274725
"318",2006-06-01,NA,NA,NA
"319",2006-07-01,21.525974025974,NA,22.2142857142857
"320",2006-08-01,21.1176470588235,NA,21.9411764705882
"321",2006-09-01,21.3525641025641,NA,22.275641025641
"322",2006-10-01,NA,NA,NA
"323",2006-11-01,NA,NA,NA
"324",2006-12-01,NA,NA,NA
"325",2007-01-01,NA,NA,NA
"326",2007-02-01,NA,NA,NA
"327",2007-03-01,22.5983606557377,NA,26.0409836065574
"328",2007-04-01,NA,NA,NA
"329",2007-05-01,23.4285714285714,NA,24.6190476190476
"330",2007-06-01,22.1684210526316,NA,23.0315789473684
"331",2007-07-01,NA,NA,NA
"332",2007-08-01,21.9083333333333,NA,22.4833333333333
"333",2007-09-01,NA,NA,NA
"334",2007-10-01,NA,NA,NA
"335",2007-11-01,NA,NA,NA
"336",2007-12-01,NA,NA,NA
"337",2008-01-01,NA,NA,NA
"338",2008-02-01,20.6417910447761,NA,24.1741293532338
"339",2008-03-01,22.343137254902,NA,23.9852941176471
"340",2008-04-01,NA,NA,NA
"341",2008-05-01,NA,NA,NA
"342",2008-06-01,NA,NA,NA
"343",2008-07-01,19.3053892215569,NA,22.6826347305389
"344",2008-08-01,19.2265193370166,NA,22.8232044198895
"345",2008-09-01,19.5990099009901,NA,23.2326732673267
"346",2008-10-01,NA,NA,NA
"347",2008-11-01,19.9034090909091,NA,24.1590909090909
"348",2008-12-01,NA,NA,NA
"349",2009-01-01,19.7363636363636,NA,24.3545454545455
"350",2009-02-01,NA,NA,NA
"351",2009-03-01,20.0348258706468,NA,24.9402985074627
"352",2009-04-01,19.9102564102564,NA,24.3910256410256
"353",2009-05-01,19.7612612612613,NA,NA
"354",2009-06-01,NA,NA,NA
"355",2009-07-01,19.4473684210526,NA,23.0877192982456
"356",2009-08-01,NA,NA,NA
"357",2009-09-01,19.5797872340426,NA,23.2446808510638
"358",2009-10-01,19.5475113122172,NA,23.131221719457
"359",2009-11-01,19.3034482758621,NA,23.5724137931034
"360",2009-12-01,18.7333333333333,NA,24.6333333333333
"361",2010-01-01,19.2232142857143,NA,25.3571428571429
"362",2010-02-01,19.7378640776699,NA,26.3398058252427
"363",2010-03-01,20.0846153846154,NA,25.2230769230769
"364",2010-04-01,20.6129032258065,NA,25.247311827957
"365",2010-05-01,NA,NA,NA
"366",2010-06-01,20.0970873786408,NA,23.4854368932039
"367",2010-07-01,NA,NA,NA
"368",2010-08-01,19.4392523364486,NA,22.7056074766355
"369",2010-09-01,19.2727272727273,NA,23.0213903743315
"370",2010-10-01,19.7045454545455,NA,23.0511363636364
"371",2010-11-01,19.7616580310881,NA,23.5647668393782
"372",2010-12-01,18.8530805687204,NA,23.7535545023697
"373",2011-01-01,17.1650943396226,NA,23.2924528301887
"374",2011-02-01,19.5497630331754,NA,23.9478672985782
"375",2011-03-01,20.009009009009,NA,24.9369369369369
"376",2011-04-01,19.706976744186,NA,24.2186046511628
"377",2011-05-01,20.4266055045872,NA,24.3302752293578
"378",2011-06-01,19.8790697674419,NA,23.2790697674419
"379",2011-07-01,19.2350230414747,NA,22.4838709677419
"380",2011-08-01,19.2553191489362,NA,22.2978723404255
"381",2011-09-01,19.447963800905,NA,22.7420814479638
"382",2011-10-01,NA,NA,NA
"383",2011-11-01,19.7068062827225,NA,23.3246073298429
"384",2011-12-01,18.9896907216495,NA,23.6752577319588
"385",2012-01-01,18.9365079365079,NA,24.0687830687831
"386",2012-02-01,19.4397590361446,NA,24.1024096385542
"387",2012-03-01,NA,NA,NA
"388",2012-04-01,20.1076233183856,NA,24.6322869955157
"389",2012-05-01,NA,NA,NA
"390",2012-06-01,NA,NA,NA
"391",2012-07-01,NA,NA,NA
"392",2012-08-01,NA,NA,NA
"393",2012-09-01,NA,NA,NA
"394",2012-10-01,19.7847533632287,NA,23.1838565022422
"395",2012-11-01,20.089552238806,NA,23.7412935323383
"396",2012-12-01,NA,NA,NA
"397",2013-01-01,20.035,NA,24.81
"398",2013-02-01,19.9666666666667,NA,25.1857142857143
"399",2013-03-01,20.0217391304348,NA,24.2913043478261
"400",2013-04-01,20.2057142857143,NA,24.2742857142857
"401",2013-05-01,20.4405940594059,NA,24.2029702970297
"402",2013-06-01,20.0334928229665,NA,23.3062200956938
"403",2013-07-01,19.2154696132597,NA,22.1602209944751
"404",2013-08-01,18.8131868131868,NA,21.8296703296703
"405",2013-09-01,19.6324324324324,NA,22.9567567567568
"406",2013-10-01,NA,NA,NA
"407",2013-11-01,NA,NA,NA
"408",2013-12-01,18.5396825396825,NA,22.468253968254
"409",2014-01-01,19.4923076923077,NA,24.2307692307692
"410",2014-02-01,19.3930348258706,NA,25.2487562189055
"411",2014-03-01,20.5727699530516,NA,24.6572769953052
"412",2014-04-01,20.3614457831325,NA,24.355421686747
"413",2014-05-01,20.4679802955665,NA,24.0098522167488
"414",2014-06-01,20.4747474747475,NA,23.6464646464646
"415",2014-07-01,19.6525821596244,NA,22.4413145539906
"416",2014-08-01,NA,NA,NA
"417",2014-09-01,19.8428571428571,NA,22.5142857142857
"418",2014-10-01,NA,NA,NA
"419",2014-11-01,NA,NA,NA
"420",2014-12-01,19.793991416309,NA,23.9484978540773
"421",2015-01-01,16.9439655172414,NA,23.0129310344828
"422",2015-02-01,20.2904761904762,NA,24.7047619047619
"423",2015-03-01,20.52,NA,24.92
"424",2015-04-01,20.462962962963,NA,24.5509259259259
"425",2015-05-01,NA,NA,NA
"426",2015-06-01,20.4196428571429,NA,23.0535714285714
"427",2015-07-01,20.0925110132159,NA,22.7444933920705
"428",2015-08-01,20.1739130434783,NA,23.2173913043478
"429",2015-09-01,20.36866359447,NA,23.0967741935484
"430",2015-10-01,20.6454545454545,NA,23.5636363636364
"431",2015-11-01,20.4767932489451,NA,23.6962025316456
"432",2015-12-01,17.1239669421488,NA,22.8553719008264
"433",2016-01-01,18.0418410041841,NA,24.3891213389121
"434",2016-02-01,20.3688888888889,NA,26.5155555555556
"435",2016-03-01,21.2916666666667,NA,24.9027777777778
"436",2016-04-01,21.5833333333333,NA,25.0231481481481
"437",2016-05-01,21.1809954751131,NA,24.2760180995475
"438",2016-06-01,20.5345622119816,NA,23.4009216589862
"439",2016-07-01,20.2857142857143,NA,23.0692640692641
"440",2016-08-01,20.3376068376068,NA,22.8290598290598
"441",2016-09-01,20.4337899543379,NA,23.1004566210046
"442",2016-10-01,20.7625,NA,23.2291666666667
"443",2016-11-01,NA,NA,NA
"444",2016-12-01,20.3821138211382,NA,23.9756097560976
