"","date","dewtemp","pressure","temp"
"184",1995-04-01,NA,NA,NA
"185",1995-05-01,NA,NA,NA
"186",1995-06-01,NA,NA,NA
"187",1995-07-01,NA,NA,NA
"188",1995-08-01,NA,NA,NA
"189",1995-09-01,NA,NA,NA
"190",1995-10-01,NA,NA,NA
"191",1995-11-01,NA,NA,NA
"192",1995-12-01,NA,NA,NA
"193",1996-01-01,NA,NA,NA
"194",1996-02-01,NA,NA,NA
"195",1996-03-01,NA,NA,NA
"196",1996-04-01,NA,NA,NA
"197",1996-05-01,NA,NA,NA
"198",1996-06-01,NA,NA,NA
"199",1996-07-01,NA,NA,NA
"200",1996-08-01,NA,NA,NA
"201",1996-09-01,NA,NA,NA
"202",1996-10-01,NA,NA,NA
"203",1996-11-01,NA,NA,NA
"204",1996-12-01,NA,NA,NA
"205",1997-01-01,NA,NA,NA
"206",1997-02-01,NA,NA,NA
"207",1997-03-01,NA,NA,NA
"208",1997-04-01,NA,NA,NA
"209",1997-05-01,NA,NA,NA
"210",1997-06-01,NA,NA,NA
"211",1997-07-01,NA,NA,NA
"212",1997-08-01,NA,NA,NA
"213",1997-09-01,NA,NA,NA
"214",1997-10-01,NA,NA,NA
"215",1997-11-01,NA,NA,NA
"216",1997-12-01,NA,NA,NA
"217",1998-01-01,NA,NA,NA
"218",1998-02-01,NA,NA,NA
"219",1998-03-01,NA,NA,NA
"220",1998-04-01,NA,NA,NA
"221",1998-05-01,NA,NA,NA
"222",1998-06-01,NA,NA,NA
"223",1998-07-01,NA,NA,NA
"224",1998-08-01,NA,NA,NA
"225",1998-09-01,NA,NA,NA
"226",1998-10-01,NA,NA,NA
"227",1998-11-01,NA,NA,NA
"228",1998-12-01,NA,NA,NA
"229",1999-01-01,NA,NA,NA
"230",1999-02-01,NA,NA,NA
"231",1999-03-01,NA,NA,NA
"232",1999-04-01,NA,NA,NA
"233",1999-05-01,NA,NA,NA
"234",1999-06-01,NA,NA,NA
"235",1999-07-01,NA,NA,NA
"236",1999-08-01,NA,NA,NA
"237",1999-09-01,NA,NA,NA
"238",1999-10-01,NA,NA,NA
"239",1999-11-01,NA,NA,NA
"240",1999-12-01,NA,NA,NA
"241",2000-01-01,NA,NA,NA
"242",2000-02-01,NA,NA,NA
"243",2000-03-01,NA,NA,NA
"244",2000-04-01,NA,NA,NA
"245",2000-05-01,NA,NA,NA
"246",2000-06-01,NA,NA,NA
"247",2000-07-01,NA,NA,NA
"248",2000-08-01,NA,NA,NA
"249",2000-09-01,NA,NA,NA
"250",2000-10-01,NA,NA,NA
"251",2000-11-01,NA,NA,NA
"252",2000-12-01,NA,NA,NA
"253",2001-01-01,NA,NA,NA
"254",2001-02-01,NA,NA,NA
"255",2001-03-01,NA,NA,NA
"256",2001-04-01,NA,NA,NA
"257",2001-05-01,NA,NA,NA
"258",2001-06-01,NA,NA,NA
"259",2001-07-01,NA,NA,NA
"260",2001-08-01,NA,NA,NA
"261",2001-09-01,NA,NA,NA
"262",2001-10-01,NA,NA,NA
"263",2001-11-01,NA,NA,NA
"264",2001-12-01,NA,NA,NA
"265",2002-01-01,NA,NA,NA
"266",2002-02-01,NA,NA,NA
"267",2002-03-01,NA,NA,NA
"268",2002-04-01,NA,NA,NA
"269",2002-05-01,NA,NA,NA
"270",2002-06-01,NA,NA,NA
"271",2002-07-01,NA,NA,NA
"272",2002-08-01,NA,NA,NA
"273",2002-09-01,NA,NA,NA
"274",2002-10-01,NA,NA,NA
"275",2002-11-01,NA,NA,NA
"276",2002-12-01,NA,NA,NA
"277",2003-01-01,NA,NA,NA
"278",2003-02-01,NA,NA,NA
"279",2003-03-01,NA,NA,NA
"280",2003-04-01,NA,NA,NA
"281",2003-05-01,NA,NA,NA
"282",2003-06-01,NA,NA,NA
"283",2003-07-01,NA,NA,NA
"284",2003-08-01,NA,NA,NA
"285",2003-09-01,NA,NA,NA
"286",2003-10-01,NA,NA,NA
"287",2003-11-01,NA,NA,NA
"288",2003-12-01,NA,NA,NA
"289",2004-01-01,NA,NA,NA
"290",2004-02-01,NA,NA,NA
"291",2004-03-01,NA,NA,NA
"292",2004-04-01,NA,NA,NA
"293",2004-05-01,NA,NA,NA
"294",2004-06-01,NA,NA,NA
"295",2004-07-01,NA,NA,NA
"296",2004-08-01,NA,NA,NA
"297",2004-09-01,NA,NA,NA
"298",2004-10-01,NA,NA,NA
"299",2004-11-01,NA,NA,NA
"300",2004-12-01,NA,NA,NA
"301",2005-01-01,NA,NA,NA
"302",2005-02-01,NA,NA,NA
"303",2005-03-01,NA,NA,NA
"304",2005-04-01,NA,NA,NA
"305",2005-05-01,NA,NA,NA
"306",2005-06-01,NA,NA,NA
"307",2005-07-01,NA,NA,NA
"308",2005-08-01,NA,NA,NA
"309",2005-09-01,NA,NA,NA
"310",2005-10-01,NA,NA,NA
"311",2005-11-01,NA,NA,NA
"312",2005-12-01,NA,NA,NA
"313",2006-01-01,NA,NA,NA
"314",2006-02-01,NA,NA,NA
"315",2006-03-01,NA,NA,NA
"316",2006-04-01,NA,NA,NA
"317",2006-05-01,NA,NA,NA
"318",2006-06-01,21.05,NA,24.55
"319",2006-07-01,NA,NA,NA
"320",2006-08-01,NA,NA,NA
"321",2006-09-01,NA,NA,NA
"322",2006-10-01,21.7,NA,22.5
"323",2006-11-01,NA,NA,NA
"324",2006-12-01,NA,NA,NA
"325",2007-01-01,NA,NA,NA
"326",2007-02-01,NA,NA,NA
"327",2007-03-01,NA,NA,NA
"328",2007-04-01,NA,NA,NA
"329",2007-05-01,NA,NA,NA
"330",2007-06-01,NA,NA,NA
"331",2007-07-01,19.4,NA,19.7
"332",2007-08-01,NA,NA,NA
"333",2007-09-01,NA,NA,NA
"334",2007-10-01,NA,NA,NA
"335",2007-11-01,NA,NA,NA
"336",2007-12-01,NA,NA,NA
"337",2008-01-01,NA,NA,NA
"338",2008-02-01,NA,NA,NA
"339",2008-03-01,NA,NA,NA
"340",2008-04-01,NA,NA,NA
"341",2008-05-01,NA,NA,NA
"342",2008-06-01,NA,NA,NA
"343",2008-07-01,NA,NA,NA
"344",2008-08-01,NA,NA,NA
"345",2008-09-01,NA,NA,NA
"346",2008-10-01,NA,NA,NA
"347",2008-11-01,NA,NA,NA
"348",2008-12-01,NA,NA,NA
"349",2009-01-01,NA,NA,NA
"350",2009-02-01,20.7,NA,21.5
"351",2009-03-01,22.3226666666667,NA,26.464
"352",2009-04-01,22.0714285714286,NA,25.4785714285714
"353",2009-05-01,22.3179104477612,NA,26.0835820895522
"354",2009-06-01,22.085,NA,25.7025
"355",2009-07-01,21.2965517241379,NA,23.6827586206897
"356",2009-08-01,21.5923076923077,NA,24.3038461538462
"357",2009-09-01,21.7285714285714,NA,24.8
"358",2009-10-01,21.716,NA,24.98
"359",2009-11-01,21.8178571428571,NA,24.2642857142857
"360",2009-12-01,21.8916666666667,NA,23.975
"361",2010-01-01,22.8,NA,26.84
"362",2010-02-01,23.8,NA,26.2
"363",2010-03-01,NA,NA,NA
"364",2010-04-01,22.125,NA,24.1
"365",2010-05-01,NA,NA,NA
"366",2010-06-01,22.35,NA,23.8166666666667
"367",2010-07-01,20.825,NA,23.73
"368",2010-08-01,20.7526315789474,NA,23.7947368421053
"369",2010-09-01,21.5833333333333,NA,24.9583333333333
"370",2010-10-01,22.1581818181818,NA,25.1618181818182
"371",2010-11-01,22.151724137931,NA,25.0637931034483
"372",2010-12-01,22.2966666666667,NA,25.8966666666667
"373",2011-01-01,21.4012345679012,NA,24.7765432098765
"374",2011-02-01,22.55,NA,28.95
"375",2011-03-01,21.5777777777778,NA,26.55
"376",2011-04-01,22.3133333333333,NA,25.8766666666667
"377",2011-05-01,22.7633333333333,NA,25.7133333333333
"378",2011-06-01,22.3247787610619,NA,24.8778761061947
"379",2011-07-01,22.0274725274725,NA,24.7274725274725
"380",2011-08-01,21.0085365853659,NA,24.5634146341463
"381",2011-09-01,21.1957746478873,NA,25.8605633802817
"382",2011-10-01,21.7024691358025,NA,25.0679012345679
"383",2011-11-01,21.9705882352941,NA,25.7676470588235
"384",2011-12-01,22.2979166666667,NA,25.4583333333333
"385",2012-01-01,22.225,NA,25.2683333333333
"386",2012-02-01,21.5571428571429,NA,25.8836734693878
"387",2012-03-01,21.8425,NA,26.505
"388",2012-04-01,22.2632653061224,NA,26.8591836734694
"389",2012-05-01,21.9506849315068,NA,25.8219178082192
"390",2012-06-01,21.7534482758621,NA,24.6241379310345
"391",2012-07-01,20.6,NA,23.7261363636364
"392",2012-08-01,20.6254545454545,NA,24.2945454545455
"393",2012-09-01,21.3009345794393,NA,25.2831775700935
"394",2012-10-01,21.8576642335766,NA,25.3766423357664
"395",2012-11-01,22.0095652173913,NA,25.48
"396",2012-12-01,22.1105633802817,NA,24.9267605633803
"397",2013-01-01,22.4823076923077,NA,26.2453846153846
"398",2013-02-01,22.4371212121212,NA,26.7318181818182
"399",2013-03-01,22.2079207920792,NA,25.6881188118812
"400",2013-04-01,22.0205882352941,NA,26.2029411764706
"401",2013-05-01,22.6310344827586,NA,26.0724137931034
"402",2013-06-01,22.5166666666667,NA,25.2388888888889
"403",2013-07-01,20.8255319148936,NA,24.1744680851064
"404",2013-08-01,20.3563636363636,NA,25.4927272727273
"405",2013-09-01,20.9940298507463,NA,25.9865671641791
"406",2013-10-01,21.4673469387755,NA,24.7244897959184
"407",2013-11-01,21.8212765957447,NA,25.2287234042553
"408",2013-12-01,21.3627737226277,NA,25.243795620438
"409",2014-01-01,22.4661764705882,NA,25.7375
"410",2014-02-01,NA,NA,26.7931034482759
"411",2014-03-01,22.6336842105263,NA,26.8115789473684
"412",2014-04-01,23.0166666666667,NA,26.7259259259259
"413",2014-05-01,22.8793103448276,NA,26.0510344827586
"414",2014-06-01,NA,NA,25.8066666666667
"415",2014-07-01,21.3789473684211,NA,24.5087719298246
"416",2014-08-01,21.4045454545455,NA,24.6909090909091
"417",2014-09-01,21.6762195121951,NA,25.3969512195122
"418",2014-10-01,22.7253333333333,NA,26.1426666666667
"419",2014-11-01,22.50125,NA,25.7675
"420",2014-12-01,22.4634920634921,NA,25.6
"421",2015-01-01,21.2235849056604,NA,25.4471698113208
"422",2015-02-01,22.5275,NA,26.335
"423",2015-03-01,22.7609375,NA,26.5171875
"424",2015-04-01,22.8342105263158,NA,26.1828947368421
"425",2015-05-01,23.24,NA,26.8506666666667
"426",2015-06-01,22.8072727272727,NA,26.5254545454545
"427",2015-07-01,21.6361111111111,NA,25.2180555555556
"428",2015-08-01,21.6182432432432,NA,25.2831081081081
"429",2015-09-01,21.9810526315789,NA,25.7094736842105
"430",2015-10-01,22.384126984127,NA,25.9095238095238
"431",2015-11-01,22.3048192771084,NA,25.4277108433735
"432",2015-12-01,21.8795180722892,NA,26.8493975903614
"433",2016-01-01,21.8776315789474,NA,27.1697368421053
"434",2016-02-01,23.0111111111111,NA,26.879797979798
"435",2016-03-01,23.3592105263158,NA,26.9684210526316
"436",2016-04-01,23.4472222222222,NA,27.6472222222222
"437",2016-05-01,23.7038461538462,NA,26.8653846153846
"438",2016-06-01,22.6424657534247,NA,25.2808219178082
"439",2016-07-01,21.8,NA,24.5883720930233
"440",2016-08-01,21.7602272727273,NA,25.3107954545455
"441",2016-09-01,21.9797619047619,NA,25.8190476190476
"442",2016-10-01,22.3194029850746,NA,25.8940298507463
"443",2016-11-01,22.7326732673267,NA,26.1970297029703
"444",2016-12-01,22.7696428571429,NA,26.1107142857143
